역명,호선,측정일시,초미세먼지(내부),운행횟수,자치구,초미세먼지(외부)
동대문(1),1호선,2021042700,65.3,86.0,종로구,17.0
종각(1),1호선,2021042700,64.3,86.0,종로구,17.0
종로3가(1),1호선,2021042700,50.5,86.0,종로구,17.0
종로5가(1),1호선,2021042700,95.6,86.0,종로구,17.0
경복궁(3),3호선,2021042700,22.7,272.0,종로구,17.0
안국(3),3호선,2021042700,17.3,272.0,종로구,17.0
종로3가(3),3호선,2021042700,22.1,272.0,종로구,17.0
동대문(4),4호선,2021042700,23.1,307.0,종로구,17.0
혜화(4),4호선,2021042700,25.0,307.0,종로구,17.0
광화문(5),5호선,2021042700,36.8,438.0,종로구,17.0
서대문(5),5호선,2021042700,33.2,438.0,종로구,17.0
종로3가(5),5호선,2021042700,19.8,438.0,종로구,17.0
동묘앞(6),6호선,2021042700,11.6,330.0,종로구,17.0
창신(6),6호선,2021042700,31.8,330.0,종로구,17.0
동대문(1),1호선,2021042701,33.7,86.0,종로구,17.0
종각(1),1호선,2021042701,51.7,86.0,종로구,17.0
종로3가(1),1호선,2021042701,28.6,86.0,종로구,17.0
종로5가(1),1호선,2021042701,81.1,86.0,종로구,17.0
경복궁(3),3호선,2021042701,22.0,272.0,종로구,17.0
안국(3),3호선,2021042701,15.8,272.0,종로구,17.0
종로3가(3),3호선,2021042701,34.5,272.0,종로구,17.0
동대문(4),4호선,2021042701,21.7,307.0,종로구,17.0
혜화(4),4호선,2021042701,18.0,307.0,종로구,17.0
광화문(5),5호선,2021042701,20.6,438.0,종로구,17.0
서대문(5),5호선,2021042701,28.8,438.0,종로구,17.0
종로3가(5),5호선,2021042701,20.1,438.0,종로구,17.0
동묘앞(6),6호선,2021042701,8.8,330.0,종로구,17.0
창신(6),6호선,2021042701,20.8,330.0,종로구,17.0
동대문(1),1호선,2021042702,24.4,86.0,종로구,17.0
종각(1),1호선,2021042702,69.8,86.0,종로구,17.0
종로3가(1),1호선,2021042702,14.4,86.0,종로구,17.0
종로5가(1),1호선,2021042702,46.3,86.0,종로구,17.0
경복궁(3),3호선,2021042702,21.6,272.0,종로구,17.0
안국(3),3호선,2021042702,20.0,272.0,종로구,17.0
종로3가(3),3호선,2021042702,25.3,272.0,종로구,17.0
동대문(4),4호선,2021042702,31.8,307.0,종로구,17.0
혜화(4),4호선,2021042702,20.2,307.0,종로구,17.0
광화문(5),5호선,2021042702,21.2,438.0,종로구,17.0
서대문(5),5호선,2021042702,16.9,438.0,종로구,17.0
종로3가(5),5호선,2021042702,26.9,438.0,종로구,17.0
동묘앞(6),6호선,2021042702,9.3,330.0,종로구,17.0
창신(6),6호선,2021042702,16.3,330.0,종로구,17.0
동대문(1),1호선,2021042703,19.1,86.0,종로구,16.0
종각(1),1호선,2021042703,49.6,86.0,종로구,16.0
종로3가(1),1호선,2021042703,15.5,86.0,종로구,16.0
종로5가(1),1호선,2021042703,65.8,86.0,종로구,16.0
경복궁(3),3호선,2021042703,13.7,272.0,종로구,16.0
안국(3),3호선,2021042703,21.4,272.0,종로구,16.0
종로3가(3),3호선,2021042703,25.4,272.0,종로구,16.0
동대문(4),4호선,2021042703,38.1,307.0,종로구,16.0
혜화(4),4호선,2021042703,17.6,307.0,종로구,16.0
광화문(5),5호선,2021042703,19.4,438.0,종로구,16.0
서대문(5),5호선,2021042703,18.8,438.0,종로구,16.0
종로3가(5),5호선,2021042703,20.3,438.0,종로구,16.0
동묘앞(6),6호선,2021042703,10.9,330.0,종로구,16.0
창신(6),6호선,2021042703,14.0,330.0,종로구,16.0
동대문(1),1호선,2021042704,18.5,86.0,종로구,17.0
종각(1),1호선,2021042704,40.2,86.0,종로구,17.0
종로3가(1),1호선,2021042704,22.6,86.0,종로구,17.0
종로5가(1),1호선,2021042704,58.0,86.0,종로구,17.0
경복궁(3),3호선,2021042704,14.0,272.0,종로구,17.0
안국(3),3호선,2021042704,18.1,272.0,종로구,17.0
종로3가(3),3호선,2021042704,28.8,272.0,종로구,17.0
동대문(4),4호선,2021042704,34.4,307.0,종로구,17.0
혜화(4),4호선,2021042704,18.7,307.0,종로구,17.0
광화문(5),5호선,2021042704,19.6,438.0,종로구,17.0
서대문(5),5호선,2021042704,19.4,438.0,종로구,17.0
종로3가(5),5호선,2021042704,18.0,438.0,종로구,17.0
동묘앞(6),6호선,2021042704,10.8,330.0,종로구,17.0
창신(6),6호선,2021042704,12.9,330.0,종로구,17.0
동대문(1),1호선,2021042705,18.4,86.0,종로구,18.0
종각(1),1호선,2021042705,33.0,86.0,종로구,18.0
종로3가(1),1호선,2021042705,17.6,86.0,종로구,18.0
종로5가(1),1호선,2021042705,44.3,86.0,종로구,18.0
경복궁(3),3호선,2021042705,13.6,272.0,종로구,18.0
안국(3),3호선,2021042705,12.8,272.0,종로구,18.0
종로3가(3),3호선,2021042705,22.7,272.0,종로구,18.0
동대문(4),4호선,2021042705,25.9,307.0,종로구,18.0
혜화(4),4호선,2021042705,16.1,307.0,종로구,18.0
광화문(5),5호선,2021042705,17.3,438.0,종로구,18.0
서대문(5),5호선,2021042705,16.3,438.0,종로구,18.0
종로3가(5),5호선,2021042705,18.4,438.0,종로구,18.0
동묘앞(6),6호선,2021042705,10.6,330.0,종로구,18.0
창신(6),6호선,2021042705,14.5,330.0,종로구,18.0
동대문(1),1호선,2021042706,61.4,86.0,종로구,15.0
종각(1),1호선,2021042706,68.6,86.0,종로구,15.0
종로3가(1),1호선,2021042706,14.5,86.0,종로구,15.0
종로5가(1),1호선,2021042706,83.0,86.0,종로구,15.0
경복궁(3),3호선,2021042706,19.6,272.0,종로구,15.0
안국(3),3호선,2021042706,22.4,272.0,종로구,15.0
종로3가(3),3호선,2021042706,26.7,272.0,종로구,15.0
동대문(4),4호선,2021042706,24.3,307.0,종로구,15.0
혜화(4),4호선,2021042706,25.8,307.0,종로구,15.0
광화문(5),5호선,2021042706,31.4,438.0,종로구,15.0
서대문(5),5호선,2021042706,15.9,438.0,종로구,15.0
종로3가(5),5호선,2021042706,19.7,438.0,종로구,15.0
동묘앞(6),6호선,2021042706,17.2,330.0,종로구,15.0
창신(6),6호선,2021042706,26.1,330.0,종로구,15.0
동대문(1),1호선,2021042707,94.4,86.0,종로구,15.0
종각(1),1호선,2021042707,111.4,86.0,종로구,15.0
종로3가(1),1호선,2021042707,31.9,86.0,종로구,15.0
종로5가(1),1호선,2021042707,119.1,86.0,종로구,15.0
경복궁(3),3호선,2021042707,29.6,272.0,종로구,15.0
안국(3),3호선,2021042707,25.6,272.0,종로구,15.0
종로3가(3),3호선,2021042707,32.6,272.0,종로구,15.0
동대문(4),4호선,2021042707,57.2,307.0,종로구,15.0
혜화(4),4호선,2021042707,54.7,307.0,종로구,15.0
광화문(5),5호선,2021042707,47.7,438.0,종로구,15.0
서대문(5),5호선,2021042707,19.8,438.0,종로구,15.0
종로3가(5),5호선,2021042707,20.1,438.0,종로구,15.0
동묘앞(6),6호선,2021042707,19.3,330.0,종로구,15.0
창신(6),6호선,2021042707,36.9,330.0,종로구,15.0
동대문(1),1호선,2021042708,96.7,86.0,종로구,11.0
종각(1),1호선,2021042708,120.1,86.0,종로구,11.0
종로3가(1),1호선,2021042708,43.2,86.0,종로구,11.0
종로5가(1),1호선,2021042708,149.3,86.0,종로구,11.0
경복궁(3),3호선,2021042708,38.8,272.0,종로구,11.0
안국(3),3호선,2021042708,24.5,272.0,종로구,11.0
종로3가(3),3호선,2021042708,36.9,272.0,종로구,11.0
동대문(4),4호선,2021042708,87.3,307.0,종로구,11.0
혜화(4),4호선,2021042708,64.4,307.0,종로구,11.0
광화문(5),5호선,2021042708,78.6,438.0,종로구,11.0
서대문(5),5호선,2021042708,30.3,438.0,종로구,11.0
종로3가(5),5호선,2021042708,30.3,438.0,종로구,11.0
동묘앞(6),6호선,2021042708,21.5,330.0,종로구,11.0
창신(6),6호선,2021042708,30.0,330.0,종로구,11.0
동대문(1),1호선,2021042709,104.6,86.0,종로구,10.0
종각(1),1호선,2021042709,127.0,86.0,종로구,10.0
종로3가(1),1호선,2021042709,56.3,86.0,종로구,10.0
종로5가(1),1호선,2021042709,160.8,86.0,종로구,10.0
경복궁(3),3호선,2021042709,39.4,272.0,종로구,10.0
안국(3),3호선,2021042709,26.3,272.0,종로구,10.0
종로3가(3),3호선,2021042709,42.2,272.0,종로구,10.0
동대문(4),4호선,2021042709,92.2,307.0,종로구,10.0
혜화(4),4호선,2021042709,62.0,307.0,종로구,10.0
광화문(5),5호선,2021042709,87.8,438.0,종로구,10.0
서대문(5),5호선,2021042709,30.3,438.0,종로구,10.0
종로3가(5),5호선,2021042709,37.9,438.0,종로구,10.0
동묘앞(6),6호선,2021042709,21.7,330.0,종로구,10.0
창신(6),6호선,2021042709,27.0,330.0,종로구,10.0
동대문(1),1호선,2021042710,105.9,86.0,종로구,10.0
종각(1),1호선,2021042710,107.0,86.0,종로구,10.0
종로3가(1),1호선,2021042710,58.8,86.0,종로구,10.0
종로5가(1),1호선,2021042710,150.2,86.0,종로구,10.0
경복궁(3),3호선,2021042710,40.6,272.0,종로구,10.0
안국(3),3호선,2021042710,16.3,272.0,종로구,10.0
종로3가(3),3호선,2021042710,34.8,272.0,종로구,10.0
동대문(4),4호선,2021042710,71.9,307.0,종로구,10.0
혜화(4),4호선,2021042710,54.1,307.0,종로구,10.0
광화문(5),5호선,2021042710,61.8,438.0,종로구,10.0
서대문(5),5호선,2021042710,21.2,438.0,종로구,10.0
종로3가(5),5호선,2021042710,24.4,438.0,종로구,10.0
동묘앞(6),6호선,2021042710,23.6,330.0,종로구,10.0
창신(6),6호선,2021042710,30.3,330.0,종로구,10.0
동대문(1),1호선,2021042711,99.1,86.0,종로구,10.0
종각(1),1호선,2021042711,125.6,86.0,종로구,10.0
종로3가(1),1호선,2021042711,53.9,86.0,종로구,10.0
종로5가(1),1호선,2021042711,139.8,86.0,종로구,10.0
경복궁(3),3호선,2021042711,29.6,272.0,종로구,10.0
안국(3),3호선,2021042711,14.7,272.0,종로구,10.0
종로3가(3),3호선,2021042711,26.7,272.0,종로구,10.0
동대문(4),4호선,2021042711,54.6,307.0,종로구,10.0
혜화(4),4호선,2021042711,38.0,307.0,종로구,10.0
광화문(5),5호선,2021042711,57.7,438.0,종로구,10.0
서대문(5),5호선,2021042711,24.5,438.0,종로구,10.0
종로3가(5),5호선,2021042711,25.0,438.0,종로구,10.0
동묘앞(6),6호선,2021042711,20.2,330.0,종로구,10.0
창신(6),6호선,2021042711,28.0,330.0,종로구,10.0
동대문(1),1호선,2021042712,90.8,86.0,종로구,11.0
종각(1),1호선,2021042712,117.7,86.0,종로구,11.0
종로3가(1),1호선,2021042712,46.1,86.0,종로구,11.0
종로5가(1),1호선,2021042712,127.0,86.0,종로구,11.0
경복궁(3),3호선,2021042712,27.0,272.0,종로구,11.0
안국(3),3호선,2021042712,21.9,272.0,종로구,11.0
종로3가(3),3호선,2021042712,22.9,272.0,종로구,11.0
동대문(4),4호선,2021042712,56.6,307.0,종로구,11.0
혜화(4),4호선,2021042712,42.7,307.0,종로구,11.0
광화문(5),5호선,2021042712,68.5,438.0,종로구,11.0
서대문(5),5호선,2021042712,33.8,438.0,종로구,11.0
종로3가(5),5호선,2021042712,34.8,438.0,종로구,11.0
동묘앞(6),6호선,2021042712,43.1,330.0,종로구,11.0
창신(6),6호선,2021042712,31.7,330.0,종로구,11.0
동대문(1),1호선,2021042713,111.1,86.0,종로구,14.0
종각(1),1호선,2021042713,116.1,86.0,종로구,14.0
종로3가(1),1호선,2021042713,46.3,86.0,종로구,14.0
종로5가(1),1호선,2021042713,148.3,86.0,종로구,14.0
경복궁(3),3호선,2021042713,25.5,272.0,종로구,14.0
안국(3),3호선,2021042713,24.1,272.0,종로구,14.0
종로3가(3),3호선,2021042713,23.2,272.0,종로구,14.0
동대문(4),4호선,2021042713,56.9,307.0,종로구,14.0
혜화(4),4호선,2021042713,38.8,307.0,종로구,14.0
광화문(5),5호선,2021042713,86.4,438.0,종로구,14.0
서대문(5),5호선,2021042713,41.4,438.0,종로구,14.0
종로3가(5),5호선,2021042713,35.6,438.0,종로구,14.0
동묘앞(6),6호선,2021042713,42.9,330.0,종로구,14.0
창신(6),6호선,2021042713,31.4,330.0,종로구,14.0
동대문(1),1호선,2021042714,106.5,86.0,종로구,14.0
종각(1),1호선,2021042714,106.5,86.0,종로구,14.0
종로3가(1),1호선,2021042714,54.9,86.0,종로구,14.0
종로5가(1),1호선,2021042714,139.7,86.0,종로구,14.0
경복궁(3),3호선,2021042714,27.6,272.0,종로구,14.0
안국(3),3호선,2021042714,22.5,272.0,종로구,14.0
종로3가(3),3호선,2021042714,21.8,272.0,종로구,14.0
동대문(4),4호선,2021042714,54.3,307.0,종로구,14.0
혜화(4),4호선,2021042714,43.0,307.0,종로구,14.0
광화문(5),5호선,2021042714,95.1,438.0,종로구,14.0
서대문(5),5호선,2021042714,48.5,438.0,종로구,14.0
종로3가(5),5호선,2021042714,46.6,438.0,종로구,14.0
동묘앞(6),6호선,2021042714,47.3,330.0,종로구,14.0
창신(6),6호선,2021042714,38.7,330.0,종로구,14.0
동대문(1),1호선,2021042715,80.7,86.0,종로구,16.0
종각(1),1호선,2021042715,87.4,86.0,종로구,16.0
종로3가(1),1호선,2021042715,51.0,86.0,종로구,16.0
종로5가(1),1호선,2021042715,121.2,86.0,종로구,16.0
경복궁(3),3호선,2021042715,31.8,272.0,종로구,16.0
안국(3),3호선,2021042715,19.3,272.0,종로구,16.0
종로3가(3),3호선,2021042715,26.2,272.0,종로구,16.0
동대문(4),4호선,2021042715,55.1,307.0,종로구,16.0
혜화(4),4호선,2021042715,44.6,307.0,종로구,16.0
광화문(5),5호선,2021042715,88.3,438.0,종로구,16.0
서대문(5),5호선,2021042715,49.5,438.0,종로구,16.0
종로3가(5),5호선,2021042715,48.7,438.0,종로구,16.0
동묘앞(6),6호선,2021042715,40.8,330.0,종로구,16.0
창신(6),6호선,2021042715,35.4,330.0,종로구,16.0
동대문(1),1호선,2021042716,96.5,86.0,종로구,19.0
종각(1),1호선,2021042716,106.0,86.0,종로구,19.0
종로3가(1),1호선,2021042716,41.9,86.0,종로구,19.0
종로5가(1),1호선,2021042716,149.5,86.0,종로구,19.0
경복궁(3),3호선,2021042716,28.2,272.0,종로구,19.0
안국(3),3호선,2021042716,23.9,272.0,종로구,19.0
종로3가(3),3호선,2021042716,27.4,272.0,종로구,19.0
동대문(4),4호선,2021042716,60.9,307.0,종로구,19.0
혜화(4),4호선,2021042716,31.3,307.0,종로구,19.0
광화문(5),5호선,2021042716,94.2,438.0,종로구,19.0
서대문(5),5호선,2021042716,56.2,438.0,종로구,19.0
종로3가(5),5호선,2021042716,50.9,438.0,종로구,19.0
동묘앞(6),6호선,2021042716,54.8,330.0,종로구,19.0
창신(6),6호선,2021042716,31.0,330.0,종로구,19.0
동대문(1),1호선,2021042717,99.5,86.0,종로구,19.0
종각(1),1호선,2021042717,128.7,86.0,종로구,19.0
종로3가(1),1호선,2021042717,56.5,86.0,종로구,19.0
종로5가(1),1호선,2021042717,149.7,86.0,종로구,19.0
경복궁(3),3호선,2021042717,36.3,272.0,종로구,19.0
안국(3),3호선,2021042717,26.9,272.0,종로구,19.0
종로3가(3),3호선,2021042717,30.8,272.0,종로구,19.0
동대문(4),4호선,2021042717,68.7,307.0,종로구,19.0
혜화(4),4호선,2021042717,39.1,307.0,종로구,19.0
광화문(5),5호선,2021042717,83.2,438.0,종로구,19.0
서대문(5),5호선,2021042717,43.7,438.0,종로구,19.0
종로3가(5),5호선,2021042717,39.2,438.0,종로구,19.0
동묘앞(6),6호선,2021042717,58.7,330.0,종로구,19.0
창신(6),6호선,2021042717,43.8,330.0,종로구,19.0
동대문(1),1호선,2021042718,104.6,86.0,종로구,17.0
종각(1),1호선,2021042718,115.1,86.0,종로구,17.0
종로3가(1),1호선,2021042718,59.0,86.0,종로구,17.0
종로5가(1),1호선,2021042718,161.0,86.0,종로구,17.0
경복궁(3),3호선,2021042718,42.4,272.0,종로구,17.0
안국(3),3호선,2021042718,26.6,272.0,종로구,17.0
종로3가(3),3호선,2021042718,38.3,272.0,종로구,17.0
동대문(4),4호선,2021042718,84.7,307.0,종로구,17.0
혜화(4),4호선,2021042718,55.1,307.0,종로구,17.0
광화문(5),5호선,2021042718,85.2,438.0,종로구,17.0
서대문(5),5호선,2021042718,30.2,438.0,종로구,17.0
종로3가(5),5호선,2021042718,34.6,438.0,종로구,17.0
동묘앞(6),6호선,2021042718,41.8,330.0,종로구,17.0
창신(6),6호선,2021042718,34.2,330.0,종로구,17.0
동대문(1),1호선,2021042719,107.8,86.0,종로구,15.0
종각(1),1호선,2021042719,124.3,86.0,종로구,15.0
종로3가(1),1호선,2021042719,59.0,86.0,종로구,15.0
종로5가(1),1호선,2021042719,174.5,86.0,종로구,15.0
경복궁(3),3호선,2021042719,44.5,272.0,종로구,15.0
안국(3),3호선,2021042719,27.1,272.0,종로구,15.0
종로3가(3),3호선,2021042719,46.2,272.0,종로구,15.0
동대문(4),4호선,2021042719,73.5,307.0,종로구,15.0
혜화(4),4호선,2021042719,52.4,307.0,종로구,15.0
광화문(5),5호선,2021042719,92.6,438.0,종로구,15.0
서대문(5),5호선,2021042719,40.3,438.0,종로구,15.0
종로3가(5),5호선,2021042719,41.0,438.0,종로구,15.0
동묘앞(6),6호선,2021042719,31.2,330.0,종로구,15.0
창신(6),6호선,2021042719,27.0,330.0,종로구,15.0
동대문(1),1호선,2021042720,97.3,86.0,종로구,12.0
종각(1),1호선,2021042720,118.5,86.0,종로구,12.0
종로3가(1),1호선,2021042720,64.7,86.0,종로구,12.0
종로5가(1),1호선,2021042720,171.3,86.0,종로구,12.0
경복궁(3),3호선,2021042720,42.4,272.0,종로구,12.0
안국(3),3호선,2021042720,23.7,272.0,종로구,12.0
종로3가(3),3호선,2021042720,40.2,272.0,종로구,12.0
동대문(4),4호선,2021042720,63.1,307.0,종로구,12.0
혜화(4),4호선,2021042720,48.8,307.0,종로구,12.0
광화문(5),5호선,2021042720,74.4,438.0,종로구,12.0
서대문(5),5호선,2021042720,33.2,438.0,종로구,12.0
종로3가(5),5호선,2021042720,33.9,438.0,종로구,12.0
동묘앞(6),6호선,2021042720,14.0,330.0,종로구,12.0
창신(6),6호선,2021042720,17.1,330.0,종로구,12.0
동대문(1),1호선,2021042721,97.8,86.0,종로구,12.0
종각(1),1호선,2021042721,111.9,86.0,종로구,12.0
종로3가(1),1호선,2021042721,60.1,86.0,종로구,12.0
종로5가(1),1호선,2021042721,160.3,86.0,종로구,12.0
경복궁(3),3호선,2021042721,36.7,272.0,종로구,12.0
안국(3),3호선,2021042721,23.4,272.0,종로구,12.0
종로3가(3),3호선,2021042721,32.1,272.0,종로구,12.0
동대문(4),4호선,2021042721,55.3,307.0,종로구,12.0
혜화(4),4호선,2021042721,43.8,307.0,종로구,12.0
광화문(5),5호선,2021042721,71.5,438.0,종로구,12.0
서대문(5),5호선,2021042721,27.9,438.0,종로구,12.0
종로3가(5),5호선,2021042721,28.6,438.0,종로구,12.0
동묘앞(6),6호선,2021042721,27.5,330.0,종로구,12.0
창신(6),6호선,2021042721,31.4,330.0,종로구,12.0
동대문(1),1호선,2021042722,94.9,86.0,종로구,10.0
종각(1),1호선,2021042722,93.2,86.0,종로구,10.0
종로3가(1),1호선,2021042722,56.6,86.0,종로구,10.0
종로5가(1),1호선,2021042722,132.2,86.0,종로구,10.0
경복궁(3),3호선,2021042722,29.2,272.0,종로구,10.0
안국(3),3호선,2021042722,14.9,272.0,종로구,10.0
종로3가(3),3호선,2021042722,22.7,272.0,종로구,10.0
동대문(4),4호선,2021042722,39.9,307.0,종로구,10.0
혜화(4),4호선,2021042722,29.2,307.0,종로구,10.0
광화문(5),5호선,2021042722,67.9,438.0,종로구,10.0
서대문(5),5호선,2021042722,27.3,438.0,종로구,10.0
종로3가(5),5호선,2021042722,20.5,438.0,종로구,10.0
동묘앞(6),6호선,2021042722,27.6,330.0,종로구,10.0
창신(6),6호선,2021042722,30.7,330.0,종로구,10.0
동대문(1),1호선,2021042723,81.8,86.0,종로구,9.0
종각(1),1호선,2021042723,97.9,86.0,종로구,9.0
종로3가(1),1호선,2021042723,47.7,86.0,종로구,9.0
종로5가(1),1호선,2021042723,111.4,86.0,종로구,9.0
경복궁(3),3호선,2021042723,22.2,272.0,종로구,9.0
안국(3),3호선,2021042723,18.3,272.0,종로구,9.0
종로3가(3),3호선,2021042723,20.1,272.0,종로구,9.0
동대문(4),4호선,2021042723,35.2,307.0,종로구,9.0
혜화(4),4호선,2021042723,17.6,307.0,종로구,9.0
광화문(5),5호선,2021042723,55.6,438.0,종로구,9.0
서대문(5),5호선,2021042723,26.7,438.0,종로구,9.0
종로3가(5),5호선,2021042723,17.1,438.0,종로구,9.0
동묘앞(6),6호선,2021042723,30.3,330.0,종로구,9.0
창신(6),6호선,2021042723,31.4,330.0,종로구,9.0
서울(1),1호선,2021042700,35.0,86.0,중구,19.0
동대문역사문화공원(2),2호선,2021042700,20.7,524.0,중구,19.0
신당(2),2호선,2021042700,45.6,524.0,중구,19.0
을지로3가(2),2호선,2021042700,49.8,524.0,중구,19.0
을지로4가(2),2호선,2021042700,26.5,524.0,중구,19.0
을지로입구(2),2호선,2021042700,25.5,524.0,중구,19.0
동대입구(3),3호선,2021042700,17.2,272.0,중구,19.0
약수(3),3호선,2021042700,19.1,272.0,중구,19.0
을지로3가(3),3호선,2021042700,20.2,272.0,중구,19.0
충무로(3),3호선,2021042700,21.7,272.0,중구,19.0
동대문역사문화공원(4),4호선,2021042700,24.5,307.0,중구,19.0
명동(4),4호선,2021042700,44.3,307.0,중구,19.0
충무로(4),4호선,2021042700,16.4,307.0,중구,19.0
회현(4),4호선,2021042700,34.3,307.0,중구,19.0
동대문역사문화공원(5),5호선,2021042700,17.9,438.0,중구,19.0
을지로4가(5),5호선,2021042700,20.4,438.0,중구,19.0
청구(5),5호선,2021042700,15.1,438.0,중구,19.0
버티고개(6),6호선,2021042700,28.3,330.0,중구,19.0
신당(6),6호선,2021042700,19.0,330.0,중구,19.0
약수(6),6호선,2021042700,18.3,330.0,중구,19.0
청구(6),6호선,2021042700,13.5,330.0,중구,19.0
서울(1),1호선,2021042701,16.1,86.0,중구,20.0
동대문역사문화공원(2),2호선,2021042701,13.2,524.0,중구,20.0
신당(2),2호선,2021042701,24.6,524.0,중구,20.0
을지로3가(2),2호선,2021042701,33.6,524.0,중구,20.0
을지로4가(2),2호선,2021042701,23.5,524.0,중구,20.0
을지로입구(2),2호선,2021042701,19.6,524.0,중구,20.0
동대입구(3),3호선,2021042701,8.4,272.0,중구,20.0
약수(3),3호선,2021042701,11.1,272.0,중구,20.0
을지로3가(3),3호선,2021042701,22.3,272.0,중구,20.0
충무로(3),3호선,2021042701,36.2,272.0,중구,20.0
동대문역사문화공원(4),4호선,2021042701,27.1,307.0,중구,20.0
명동(4),4호선,2021042701,51.9,307.0,중구,20.0
충무로(4),4호선,2021042701,42.1,307.0,중구,20.0
회현(4),4호선,2021042701,26.6,307.0,중구,20.0
동대문역사문화공원(5),5호선,2021042701,17.0,438.0,중구,20.0
을지로4가(5),5호선,2021042701,21.8,438.0,중구,20.0
청구(5),5호선,2021042701,20.1,438.0,중구,20.0
버티고개(6),6호선,2021042701,23.7,330.0,중구,20.0
신당(6),6호선,2021042701,14.3,330.0,중구,20.0
약수(6),6호선,2021042701,18.4,330.0,중구,20.0
청구(6),6호선,2021042701,13.5,330.0,중구,20.0
서울(1),1호선,2021042702,17.6,86.0,중구,18.0
동대문역사문화공원(2),2호선,2021042702,25.0,524.0,중구,18.0
신당(2),2호선,2021042702,17.4,524.0,중구,18.0
을지로3가(2),2호선,2021042702,28.5,524.0,중구,18.0
을지로4가(2),2호선,2021042702,22.2,524.0,중구,18.0
을지로입구(2),2호선,2021042702,15.1,524.0,중구,18.0
동대입구(3),3호선,2021042702,0.0,272.0,중구,18.0
약수(3),3호선,2021042702,1.2,272.0,중구,18.0
을지로3가(3),3호선,2021042702,31.4,272.0,중구,18.0
충무로(3),3호선,2021042702,165.5,272.0,중구,18.0
동대문역사문화공원(4),4호선,2021042702,21.6,307.0,중구,18.0
명동(4),4호선,2021042702,50.0,307.0,중구,18.0
충무로(4),4호선,2021042702,75.3,307.0,중구,18.0
회현(4),4호선,2021042702,45.2,307.0,중구,18.0
동대문역사문화공원(5),5호선,2021042702,14.6,438.0,중구,18.0
을지로4가(5),5호선,2021042702,14.6,438.0,중구,18.0
청구(5),5호선,2021042702,13.0,438.0,중구,18.0
버티고개(6),6호선,2021042702,17.2,330.0,중구,18.0
신당(6),6호선,2021042702,15.7,330.0,중구,18.0
약수(6),6호선,2021042702,10.2,330.0,중구,18.0
청구(6),6호선,2021042702,11.6,330.0,중구,18.0
서울(1),1호선,2021042703,19.7,86.0,중구,16.0
동대문역사문화공원(2),2호선,2021042703,27.0,524.0,중구,16.0
신당(2),2호선,2021042703,17.9,524.0,중구,16.0
을지로3가(2),2호선,2021042703,30.2,524.0,중구,16.0
을지로4가(2),2호선,2021042703,22.7,524.0,중구,16.0
을지로입구(2),2호선,2021042703,14.6,524.0,중구,16.0
동대입구(3),3호선,2021042703,2.2,272.0,중구,16.0
약수(3),3호선,2021042703,16.1,272.0,중구,16.0
을지로3가(3),3호선,2021042703,26.9,272.0,중구,16.0
충무로(3),3호선,2021042703,342.6,272.0,중구,16.0
동대문역사문화공원(4),4호선,2021042703,22.3,307.0,중구,16.0
명동(4),4호선,2021042703,51.9,307.0,중구,16.0
충무로(4),4호선,2021042703,132.1,307.0,중구,16.0
회현(4),4호선,2021042703,48.8,307.0,중구,16.0
동대문역사문화공원(5),5호선,2021042703,11.9,438.0,중구,16.0
을지로4가(5),5호선,2021042703,17.6,438.0,중구,16.0
청구(5),5호선,2021042703,14.3,438.0,중구,16.0
버티고개(6),6호선,2021042703,7.2,330.0,중구,16.0
신당(6),6호선,2021042703,14.4,330.0,중구,16.0
약수(6),6호선,2021042703,7.0,330.0,중구,16.0
청구(6),6호선,2021042703,8.6,330.0,중구,16.0
서울(1),1호선,2021042704,18.9,86.0,중구,18.0
동대문역사문화공원(2),2호선,2021042704,21.1,524.0,중구,18.0
신당(2),2호선,2021042704,13.6,524.0,중구,18.0
을지로3가(2),2호선,2021042704,29.2,524.0,중구,18.0
을지로4가(2),2호선,2021042704,20.0,524.0,중구,18.0
을지로입구(2),2호선,2021042704,11.7,524.0,중구,18.0
동대입구(3),3호선,2021042704,9.1,272.0,중구,18.0
약수(3),3호선,2021042704,26.7,272.0,중구,18.0
을지로3가(3),3호선,2021042704,25.2,272.0,중구,18.0
충무로(3),3호선,2021042704,228.0,272.0,중구,18.0
동대문역사문화공원(4),4호선,2021042704,15.9,307.0,중구,18.0
명동(4),4호선,2021042704,46.7,307.0,중구,18.0
충무로(4),4호선,2021042704,91.8,307.0,중구,18.0
회현(4),4호선,2021042704,30.9,307.0,중구,18.0
동대문역사문화공원(5),5호선,2021042704,14.4,438.0,중구,18.0
을지로4가(5),5호선,2021042704,16.2,438.0,중구,18.0
청구(5),5호선,2021042704,15.1,438.0,중구,18.0
버티고개(6),6호선,2021042704,11.6,330.0,중구,18.0
신당(6),6호선,2021042704,13.8,330.0,중구,18.0
약수(6),6호선,2021042704,11.9,330.0,중구,18.0
청구(6),6호선,2021042704,8.2,330.0,중구,18.0
서울(1),1호선,2021042705,11.1,86.0,중구,19.0
동대문역사문화공원(2),2호선,2021042705,14.1,524.0,중구,19.0
신당(2),2호선,2021042705,14.0,524.0,중구,19.0
을지로3가(2),2호선,2021042705,12.9,524.0,중구,19.0
을지로4가(2),2호선,2021042705,16.1,524.0,중구,19.0
을지로입구(2),2호선,2021042705,13.8,524.0,중구,19.0
